id,FRAUDE,VALOR,HORA_AUX,Dist_max_NAL,Canal1,FECHA,COD_PAIS,CANAL,DIASEM,DIAMES,FECHA_VIN,OFICINA_VIN,SEXO,SEGMENTO,EDAD,INGRESOS,EGRESOS,NROPAISES,Dist_Sum_INTER,Dist_Mean_INTER,Dist_Max_INTER,NROCIUDADES,Dist_Mean_NAL,Dist_HOY,Dist_sum_NAL,QUINCENA
9000000407,1,491603.08,16,461.26,ATM_INT,20150502,PA,ATM_INT,Sabado,2,20090330.0,46.0,M,Personal Plus,28.0,4000000.0,1500000.0,1,0.0,0.0,0.0,9,190.22,1043.91,2282.59,Quincena_1
9000000408,1,492447.78,16,399.63,ATM_INT,20150506,US,ATM_INT,Miercoles,6,20110117.0,824.0,M,Personal,22.0,700000.0,1.0,1,0.0,0.0,0.0,2,399.63,4552.41,799.26,Quincena_1
9000000409,1,492646.56,14,289.8,ATM_INT,20150505,US,ATM_INT,Martes,5,20070829.0,640.0,M,Personal Plus,28.0,5400000.0,2000000.0,1,0.0,0.0,0.0,4,122.62,4552.41,735.69,Quincena_1
9000000410,1,493269.25,4,1.0,ATM_INT,20150516,US,ATM_INT,Sabado,16,20131112.0,547.0,F,Personal Plus,29.0,7000000.0,4000000.0,2,7709.08,3854.54,3854.54,1,0.0,4552.41,1.0,Quincena_2
9000000411,0,493652.28,15,304.29,ATM_INT,20150506,PA,ATM_INT,Miercoles,6,20051101.0,574.0,F,Personal Plus,28.0,4255000.0,600000.0,4,25597.7,2133.14,7857.49,4,198.16,1043.91,2377.95,Quincena_1
9000000412,0,495718.5,17,243.62,ATM_INT,20150519,US,ATM_INT,Martes,19,20060329.0,649.0,M,Personal,28.0,0.0,0.0,1,0.0,0.0,0.0,3,167.32,4552.41,669.27,Quincena_2
9000000413,0,496639.74,14,70.8,POS,20150520,US,MCI,Miercoles,20,20110726.0,640.0,M,Personal Plus,27.0,2400000.0,1500000.0,1,0.0,0.0,0.0,3,51.15,4552.41,204.59,Quincena_2
9000000414,0,49862.87,21,23.59,POS,20150503,US,MCI,Domingo,3,20000831.0,543.0,F,Personal,22.0,100000.0,0.0,2,4552.41,4552.41,4552.41,3,16.46,4552.41,65.86,Quincena_1
9000000415,0,49862.87,21,23.59,POS,20150503,US,MCI,Domingo,3,20000831.0,543.0,F,Personal,22.0,100000.0,0.0,2,4552.41,4552.41,4552.41,3,16.46,4552.41,65.86,Quincena_1
9000000416,0,50032.14,23,13.65,POS,20150503,US,MCI,Domingo,3,20050812.0,379.0,M,Personal Plus,25.0,5000000.0,150000.0,2,9104.82,4552.41,4552.41,4,9.79,4552.41,68.56,Quincena_1
9000000417,0,50032.14,23,13.65,POS,20150503,US,MCI,Domingo,3,20050812.0,379.0,M,Personal Plus,25.0,5000000.0,150000.0,2,9104.82,4552.41,4552.41,4,9.79,4552.41,68.56,Quincena_1
9000000418,0,503053.6,17,243.62,ATM_INT,20150525,US,ATM_INT,Lunes,25,20070821.0,2.0,M,Emprendedor,24.0,1500000.0,2000000.0,1,0.0,0.0,0.0,3,89.22,4552.41,535.3,Quincena_2
9000000419,0,50362.9,17,698.52,POS,20150515,US,MCI,Viernes,15,20040823.0,767.0,F,Personal Plus,28.0,4000000.0,2000000.0,1,0.0,0.0,0.0,4,586.85,4552.41,4107.94,Quincena_1
9000000420,0,504199.43,8,580.05,POS,20150528,CN,MCI,Jueves,28,20090507.0,5.0,M,Personal Plus,29.0,3304767.0,2000000.0,5,758837.94,14317.7,17780.33,6,96.84,15667.16,2130.4,Quincena_2
9000000421,0,5086.05,19,304.29,POS,20150503,US,POS,Domingo,3,20140828.0,812.0,F,Personal Plus,28.0,6000000.0,4000000.0,2,9104.82,4552.41,4552.41,4,123.03,4552.41,1353.3,Quincena_1
9000000422,0,5086.05,19,304.29,POS,20150503,US,POS,Domingo,3,20140828.0,812.0,F,Personal Plus,28.0,6000000.0,4000000.0,2,9104.82,4552.41,4552.41,4,123.03,4552.41,1353.3,Quincena_1
9000000423,0,509135.23,18,1.0,ATM_INT,20150522,US,ATM_INT,Viernes,22,20130507.0,836.0,M,Personal,20.0,100000.0,100000.0,2,4552.41,4552.41,4552.41,1,0.0,4552.41,1.0,Quincena_2
9000000424,0,509338.64,14,91.01,ATM_INT,20150523,US,ATM_INT,Sabado,23,20140219.0,388.0,M,Personal,22.0,640000.0,300000.0,1,0.0,0.0,0.0,2,91.01,4552.41,91.01,Quincena_2
9000000425,0,510465.44,17,243.62,ATM_INT,20150524,US,ATM_INT,Domingo,24,20100120.0,430.0,M,Personal Plus,28.0,1040000.0,600000.0,1,0.0,0.0,0.0,8,66.08,4552.41,1519.82,Quincena_2
9000000426,0,51100.04,11,131.63,POS,20150515,US,POS,Viernes,15,20100315.0,693.0,F,Personal Plus,28.0,2450000.0,300000.0,1,0.0,0.0,0.0,4,55.18,4552.41,331.11,Quincena_1
9000000427,1,511867.68,0,292.27,ATM_INT,20150524,US,ATM_INT,Domingo,24,20140717.0,9.0,M,Personal Plus,29.0,3300000.0,300000.0,1,0.0,0.0,0.0,7,48.41,4552.41,1355.41,Quincena_2
9000000428,0,512654.79,18,1.0,ATM_INT,20150502,US,ATM_INT,Sabado,2,20110131.0,101.0,M,Personal,23.0,515000.0,300000.0,1,0.0,0.0,0.0,1,0.0,4552.41,1.0,Quincena_1
9000000429,1,515179.02,8,498.04,POS,20150524,US,POS,Domingo,24,20060607.0,640.0,M,Personal Plus,27.0,4000000.0,200000.0,1,0.0,0.0,0.0,4,272.36,4552.41,1906.54,Quincena_2
9000000430,1,51688.8,17,235.64,ATM_INT,20150515,US,ATM_INT,Viernes,15,20030924.0,882.0,M,Personal,29.0,0.0,0.0,1,0.0,0.0,0.0,4,161.43,4552.41,968.56,Quincena_1
9000000431,0,520729.6,19,1.0,ATM_INT,20150527,US,ATM_INT,Miercoles,27,20090708.0,60.0,M,Personal,24.0,500000.0,100000.0,1,0.0,0.0,0.0,1,0.0,4552.41,1.0,Quincena_2
9000000432,0,52132.64,17,733.11,POS,20150520,US,MCI,Miercoles,20,20080617.0,32.0,F,Personal Plus,22.0,4000000.0,2000000.0,3,48002.68,5333.63,8455.65,4,236.03,4552.41,3068.4,Quincena_2
9000000433,1,521816.28,23,659.13,ATM_INT,20150508,PA,ATM_INT,Viernes,8,20030321.0,443.0,F,Emprendedor,27.0,4000000.0,2000000.0,3,11192.64,2798.16,4552.41,4,424.73,1043.91,2123.66,Quincena_1
9000000434,0,52750.01,11,1.0,POS,20150524,US,POS,Domingo,24,20121017.0,304.0,M,Personal Plus,25.0,1819201.0,108000.0,2,27314.46,4552.41,4552.41,1,0.0,4552.41,1.0,Quincena_2
9000000435,1,52752.7,5,250.24,ATM_INT,20150507,US,ATM_INT,Jueves,7,20090120.0,186.0,F,Personal Plus,25.0,1269000.0,350000.0,1,0.0,0.0,0.0,3,195.19,4552.41,975.95,Quincena_1
9000000436,0,535119.05,13,659.13,POS,20150503,US,MCI,Domingo,3,20140303.0,48.0,M,Preferencial,27.0,8008000.0,2600000.0,3,46968.31,11742.08,15028.51,9,422.42,4552.41,10982.94,Quincena_1
9000000437,0,535119.05,13,659.13,POS,20150503,US,MCI,Domingo,3,20140303.0,48.0,M,Preferencial,27.0,8008000.0,2600000.0,3,46968.31,11742.08,15028.51,9,422.42,4552.41,10982.94,Quincena_1
9000000438,0,53743.8,14,44.78,POS,20150522,US,MCI,Viernes,22,20120116.0,253.0,F,Personal Plus,26.0,1200000.0,400000.0,1,0.0,0.0,0.0,4,17.3,4552.41,155.69,Quincena_2
9000000439,0,53943.08,1,698.52,POS,20150515,US,MCI,Viernes,15,20040823.0,767.0,F,Personal Plus,28.0,4000000.0,2000000.0,1,0.0,0.0,0.0,4,586.85,4552.41,4107.94,Quincena_1
9000000440,0,55037.08,23,1.0,POS,20150503,US,POS,Domingo,3,20080614.0,944.0,M,Personal Plus,28.0,3764249.0,200000.0,2,9104.82,4552.41,4552.41,1,0.0,4552.41,1.0,Quincena_1
9000000441,0,55037.08,23,1.0,POS,20150503,US,POS,Domingo,3,20080614.0,944.0,M,Personal Plus,28.0,3764249.0,200000.0,2,9104.82,4552.41,4552.41,1,0.0,4552.41,1.0,Quincena_1
9000000442,0,55316.3,17,28.59,ATM_INT,20150522,US,ATM_INT,Viernes,22,20110923.0,379.0,M,Personal,24.0,536500.0,0.0,1,0.0,0.0,0.0,4,18.1,4552.41,199.11,Quincena_2
9000000443,1,55416.9,20,172.21,ATM_INT,20150504,US,ATM_INT,Lunes,4,20100713.0,84.0,M,Emprendedor,25.0,0.0,0.0,1,0.0,0.0,0.0,3,125.84,4552.41,377.53,Quincena_1
9000000444,0,55963.54,19,659.13,POS,20150529,US,MCI,Viernes,29,20041220.0,600.0,F,Personal Plus,29.0,6000000.0,2000000.0,3,13610.66,2722.13,4552.41,6,258.47,4552.41,2584.67,Quincena_2
9000000445,0,56423.04,14,243.62,POS,20150506,US,POS,Miercoles,6,20050222.0,298.0,F,Personal Plus,29.0,2200000.0,0.0,1,0.0,0.0,0.0,4,200.85,4552.41,1807.69,Quincena_1
9000000446,0,56423.04,14,243.62,POS,20150506,US,POS,Miercoles,6,20050222.0,298.0,F,Personal Plus,29.0,2200000.0,0.0,1,0.0,0.0,0.0,4,200.85,4552.41,1807.69,Quincena_1
9000000447,0,56562.15,0,698.52,POS,20150515,US,MCI,Viernes,15,20040823.0,767.0,F,Personal Plus,28.0,4000000.0,2000000.0,1,0.0,0.0,0.0,4,586.85,4552.41,4107.94,Quincena_1
9000000448,0,572026.09,12,659.13,POS,20150521,US,POS,Jueves,21,20011022.0,230.0,F,Personal Plus,25.0,2200000.0,0.0,1,0.0,0.0,0.0,5,102.33,4552.41,2455.96,Quincena_2
9000000449,0,580081.03,12,279.77,POS,20150515,US,POS,Viernes,15,20110304.0,907.0,M,Personal Plus,24.0,2000000.0,0.0,5,27357.87,3908.27,7857.49,5,144.63,4552.41,1157.01,Quincena_1
9000000450,0,58314.43,7,221.58,POS,20150510,US,MCI,Domingo,10,20041021.0,582.0,F,Personal Plus,20.0,2400000.0,600000.0,1,0.0,0.0,0.0,4,168.11,4552.41,840.54,Quincena_1
9000000451,1,584816.32,9,996.19,ATM_INT,20150528,PH,ATM_INT,Jueves,28,20091203.0,7.0,F,Personal Plus,27.0,3748000.0,1500000.0,1,0.0,0.0,0.0,6,306.16,21991.2,3673.96,Quincena_2
9000000452,1,584816.32,9,996.19,ATM_INT,20150528,PH,ATM_INT,Jueves,28,20091203.0,7.0,F,Personal Plus,27.0,3748000.0,1500000.0,1,0.0,0.0,0.0,6,306.16,21991.2,3673.96,Quincena_2
9000000453,1,584816.32,9,996.19,ATM_INT,20150528,PH,ATM_INT,Jueves,28,20091203.0,7.0,F,Personal Plus,27.0,3748000.0,1500000.0,1,0.0,0.0,0.0,6,306.16,21991.2,3673.96,Quincena_2
9000000454,1,584816.32,9,996.19,ATM_INT,20150528,PH,ATM_INT,Jueves,28,20091203.0,7.0,F,Personal Plus,27.0,3748000.0,1500000.0,1,0.0,0.0,0.0,6,306.16,21991.2,3673.96,Quincena_2
9000000455,1,586795.4,17,659.13,ATM_INT,20150504,US,ATM_INT,Lunes,4,20130115.0,172.0,M,Personal Plus,25.0,5000000.0,200000.0,2,9104.82,4552.41,4552.41,2,659.13,4552.41,2636.51,Quincena_1
9000000456,0,58785.96,22,23.59,POS,20150503,US,MCI,Domingo,3,20000831.0,543.0,F,Personal,22.0,100000.0,0.0,2,4552.41,4552.41,4552.41,3,16.46,4552.41,65.86,Quincena_1
9000000457,0,58785.96,22,23.59,POS,20150503,US,MCI,Domingo,3,20000831.0,543.0,F,Personal,22.0,100000.0,0.0,2,4552.41,4552.41,4552.41,3,16.46,4552.41,65.86,Quincena_1
9000000458,0,5920121.68,22,711.63,POS,20150524,US,MCI,Domingo,24,20080717.0,442.0,F,Personal Plus,26.0,2500000.0,500000.0,2,3237.1,1618.55,1618.55,4,526.5,4552.41,4212.01,Quincena_2
9000000459,1,5954892.3,19,1.0,POS,20150528,EC,MCI,Jueves,28,20100505.0,570.0,M,Personal,22.0,400000.0,170000.0,4,26294.63,6573.66,10274.58,1,0.0,904.81,1.0,Quincena_2
9000000460,0,59617.07,10,304.29,POS,20150516,PA,POS,Sabado,16,20120327.0,192.0,M,Personal Plus,24.0,1500000.0,200000.0,3,15174.62,3034.92,5766.56,9,121.75,1043.91,1826.3,Quincena_2
9000000461,0,59753.23,21,659.13,POS,20150503,US,MCI,Domingo,3,20140303.0,48.0,M,Preferencial,27.0,8008000.0,2600000.0,3,46968.31,11742.08,15028.51,9,422.42,4552.41,10982.94,Quincena_1
9000000462,0,59753.23,21,659.13,POS,20150503,US,MCI,Domingo,3,20140303.0,48.0,M,Preferencial,27.0,8008000.0,2600000.0,3,46968.31,11742.08,15028.51,9,422.42,4552.41,10982.94,Quincena_1
9000000463,1,60238.89,15,131.71,ATM_INT,20150503,US,ATM_INT,Domingo,3,20110614.0,42.0,F,Personal,27.0,950000.0,500000.0,1,0.0,0.0,0.0,2,131.71,4552.41,526.86,Quincena_1
9000000464,0,60788.06,13,330.51,POS,20150517,UY,POS,Domingo,17,20110204.0,113.0,M,Personal Plus,27.0,2855100.0,100000.0,1,0.0,0.0,0.0,5,189.02,6360.66,1512.13,Quincena_2
9000000465,0,61332.05,12,188.55,POS,20150522,US,POS,Viernes,22,19970825.0,617.0,F,Personal Plus,25.0,2500000.0,200000.0,1,0.0,0.0,0.0,6,22.79,4552.41,615.27,Quincena_2
9000000466,0,61494.61,23,304.29,POS,20150530,US,MCI,Sabado,30,20050719.0,586.0,M,Personal Plus,28.0,8500000.0,2000000.0,5,42551.06,4255.11,7632.97,4,150.4,4552.41,902.42,Quincena_2
9000000467,0,61680.77,2,18.78,POS,20150519,US,MCI,Martes,19,20110503.0,298.0,F,Personal Plus,24.0,1660900.0,100000.0,1,0.0,0.0,0.0,3,10.92,4552.41,130.98,Quincena_2
9000000468,0,61867.02,23,1111.02,POS,20150525,US,POS,Lunes,25,20100105.0,267.0,F,Personal Plus,26.0,3600000.0,2000000.0,1,0.0,0.0,0.0,5,592.49,4552.41,4739.92,Quincena_2
9000000469,0,62020.04,15,304.29,POS,20150520,US,POS,Miercoles,20,20070613.0,265.0,F,Personal Plus,27.0,2100000.0,500000.0,3,63296.85,5754.26,7857.49,3,196.89,4552.41,3150.22,Quincena_2
9000000470,0,62110.02,11,1.0,POS,20150525,US,POS,Lunes,25,20080122.0,554.0,M,Personal Plus,29.0,1000000.0,1000000.0,2,9104.82,4552.41,4552.41,1,0.0,4552.41,1.0,Quincena_2
9000000471,0,62544.05,16,74.29,POS,20150512,JP,POS,Martes,12,20010418.0,131.0,F,PYME,27.0,8000000.0,3800000.0,1,0.0,0.0,0.0,2,74.29,14582.27,148.59,Quincena_1
9000000472,0,62998.7,22,1.0,POS,20150520,US,MCI,Miercoles,20,20021230.0,777.0,F,Personal,20.0,0.0,0.0,2,9104.82,4552.41,4552.41,1,0.0,4552.41,1.0,Quincena_2
9000000473,0,63945.05,12,659.13,POS,20150511,US,POS,Lunes,11,19950202.0,342.0,F,Personal Plus,26.0,3200000.0,2200000.0,1,0.0,0.0,0.0,5,210.39,4552.41,1472.7,Quincena_1
9000000474,0,643967.08,20,659.13,POS,20150521,US,MCI,Jueves,21,20011022.0,230.0,F,Personal Plus,25.0,2200000.0,0.0,1,0.0,0.0,0.0,5,102.33,4552.41,2455.96,Quincena_2
9000000475,1,64417.05,22,459.14,POS,20150507,US,POS,Jueves,7,20020802.0,584.0,M,Preferencial,22.0,6166666.0,2000000.0,2,13657.23,4552.41,4552.41,9,129.67,4552.41,4279.03,Quincena_1
9000000476,0,65140.18,20,698.52,POS,20150515,US,MCI,Viernes,15,20040823.0,767.0,F,Personal Plus,28.0,4000000.0,2000000.0,1,0.0,0.0,0.0,4,586.85,4552.41,4107.94,Quincena_1
9000000477,0,661793.69,0,23.59,POS,20150513,US,MCI,Miercoles,13,20080917.0,693.0,M,Personal Plus,27.0,6500000.0,2000000.0,1,0.0,0.0,0.0,2,23.59,4552.41,141.52,Quincena_1
9000000478,0,67516.05,10,1.0,POS,20150507,US,POS,Jueves,7,20120524.0,601.0,M,Personal Plus,22.0,1200000.0,1000000.0,2,2087.82,1043.91,1043.91,1,0.0,4552.41,1.0,Quincena_1
9000000479,0,67569.04,9,25.02,POS,20150514,US,POS,Jueves,14,20050620.0,505.0,F,Personal Plus,27.0,3000000.0,500000.0,2,3237.1,1618.55,1618.55,4,17.6,4552.41,475.22,Quincena_1
9000000480,1,681232.5,17,1.0,ATM_INT,20150531,CR,ATM_INT,Domingo,31,20120120.0,175.0,M,Personal Plus,28.0,2754319.0,100000.0,1,0.0,0.0,0.0,1,0.0,1482.35,1.0,Quincena_2
9000000481,0,68715.05,18,70.8,POS,20150520,US,POS,Miercoles,20,20110726.0,640.0,M,Personal Plus,27.0,2400000.0,1500000.0,1,0.0,0.0,0.0,3,51.15,4552.41,204.59,Quincena_2
9000000482,0,68801.04,18,304.29,POS,20150506,PA,POS,Miercoles,6,20051101.0,574.0,F,Personal Plus,28.0,4255000.0,600000.0,4,25597.7,2133.14,7857.49,4,198.16,1043.91,2377.95,Quincena_1
9000000483,0,69803.02,17,70.8,POS,20150520,US,POS,Miercoles,20,20110726.0,640.0,M,Personal Plus,27.0,2400000.0,1500000.0,1,0.0,0.0,0.0,3,51.15,4552.41,204.59,Quincena_2
9000000484,0,69921.77,17,279.77,POS,20150515,US,MCI,Viernes,15,20110304.0,907.0,M,Personal Plus,24.0,2000000.0,0.0,5,27357.87,3908.27,7857.49,5,144.63,4552.41,1157.01,Quincena_1
9000000485,0,70492.3,21,243.62,POS,20150516,US,MCI,Sabado,16,20090925.0,634.0,F,Personal Plus,24.0,2000000.0,1500000.0,1,0.0,0.0,0.0,4,119.41,4552.41,716.44,Quincena_2
9000000486,1,71190.08,1,996.19,POS,20150528,BR,POS,Jueves,28,20091203.0,7.0,F,Personal Plus,27.0,3748000.0,1500000.0,1,0.0,0.0,0.0,6,306.16,21991.2,3673.96,Quincena_2
9000000487,0,71312.03,18,131.63,POS,20150515,US,POS,Viernes,15,20100315.0,693.0,F,Personal Plus,28.0,2450000.0,300000.0,1,0.0,0.0,0.0,4,55.18,4552.41,331.11,Quincena_1
9000000488,0,723523.57,16,1.0,ATM_INT,20150507,US,ATM_INT,Jueves,7,20100511.0,659.0,F,Personal,22.0,800000.0,700000.0,2,4552.41,4552.41,4552.41,1,0.0,4552.41,1.0,Quincena_1
9000000489,0,723556.62,2,243.62,POS,20150506,US,MCI,Miercoles,6,20061022.0,342.0,M,Personal Plus,29.0,1000000.0,0.0,2,13657.23,4552.41,4552.41,5,56.31,4552.41,732.07,Quincena_1
9000000490,0,723712.91,19,23.59,POS,20150503,US,MCI,Domingo,3,20000831.0,543.0,F,Personal,22.0,100000.0,0.0,2,4552.41,4552.41,4552.41,3,16.46,4552.41,65.86,Quincena_1
9000000491,0,723712.91,19,23.59,POS,20150503,US,MCI,Domingo,3,20000831.0,543.0,F,Personal,22.0,100000.0,0.0,2,4552.41,4552.41,4552.41,3,16.46,4552.41,65.86,Quincena_1
9000000492,0,727160.89,15,243.62,ATM_INT,20150504,US,ATM_INT,Lunes,4,20009198.120707244,416.426385583135,F,Personal Plus,40.010540632437944,14491037.206052363,8506309.151649099,1,0.0,0.0,0.0,3,213.36,4552.41,1706.9,Quincena_1
9000000493,0,728960.14,16,1.0,ATM_INT,20150501,US,ATM_INT,Viernes,1,20150110.0,297.0,M,Personal,21.0,500000.0,300000.0,2,4552.41,4552.41,4552.41,1,0.0,4552.41,1.0,Quincena_1
9000000494,0,730773.75,19,122.43,ATM_INT,20150516,US,ATM_INT,Sabado,16,20140205.0,788.0,M,Personal,19.0,200000.0,50000.0,1,0.0,0.0,0.0,3,83.9,4552.41,251.71,Quincena_2
9000000495,1,730773.75,18,659.13,ATM_INT,20150516,CR,ATM_INT,Sabado,16,20140514.0,13.0,F,Personal Plus,27.0,1550000.0,0.0,1,0.0,0.0,0.0,4,359.06,1482.35,2154.34,Quincena_2
9000000496,0,731305.19,15,1.0,ATM_INT,20150507,US,ATM_INT,Jueves,7,20100511.0,659.0,F,Personal,22.0,800000.0,700000.0,2,4552.41,4552.41,4552.41,1,0.0,4552.41,1.0,Quincena_1
9000000497,1,731383.13,13,123.61,ATM_INT,20150502,US,ATM_INT,Sabado,2,20120829.0,273.0,M,Personal Plus,24.0,2800000.0,1000000.0,1,0.0,0.0,0.0,3,39.31,4552.41,393.1,Quincena_1
9000000498,0,734981.63,22,339.58,ATM_INT,20150501,US,ATM_INT,Viernes,1,20070629.0,710.0,F,Personal Plus,27.0,1200000.0,500000.0,1,0.0,0.0,0.0,5,276.46,4552.41,5805.7,Quincena_1
9000000499,0,734981.63,22,339.58,ATM_INT,20150501,US,ATM_INT,Viernes,1,20070629.0,710.0,F,Personal Plus,27.0,1200000.0,500000.0,1,0.0,0.0,0.0,5,276.46,4552.41,5805.7,Quincena_1
9000000500,1,734981.63,19,1.0,ATM_INT,20150502,US,ATM_INT,Sabado,2,20070823.0,39.0,F,Personal,26.0,350000.0,300000.0,1,0.0,0.0,0.0,1,0.0,4552.41,1.0,Quincena_1
9000000501,1,734981.63,15,131.71,ATM_INT,20150503,US,ATM_INT,Domingo,3,20110614.0,42.0,F,Personal,27.0,950000.0,500000.0,1,0.0,0.0,0.0,2,131.71,4552.41,526.86,Quincena_1
9000000502,0,74800.06,10,188.55,POS,20150522,US,POS,Viernes,22,19970825.0,617.0,F,Personal Plus,25.0,2500000.0,200000.0,1,0.0,0.0,0.0,6,22.79,4552.41,615.27,Quincena_2
9000000503,0,75592.04,10,279.77,POS,20150515,US,POS,Viernes,15,20110304.0,907.0,M,Personal Plus,24.0,2000000.0,0.0,5,27357.87,3908.27,7857.49,5,144.63,4552.41,1157.01,Quincena_1
9000000504,0,758352.04,12,973.95,POS,20150518,US,POS,Lunes,18,20100722.0,230.0,F,Personal Plus,24.0,1840000.0,400000.0,1,0.0,0.0,0.0,6,101.02,4552.41,2222.36,Quincena_2
9000000505,0,76368.01,10,363.85,POS,20150516,US,POS,Sabado,16,20090625.0,551.0,F,Personal Plus,28.0,3300000.0,300000.0,1,0.0,0.0,0.0,6,69.66,4552.41,1393.25,Quincena_2
9000000506,0,77039.11,1,733.11,POS,20150520,US,MCI,Miercoles,20,20080617.0,32.0,F,Personal Plus,22.0,4000000.0,2000000.0,3,48002.68,5333.63,8455.65,4,236.03,4552.41,3068.4,Quincena_2
9000000507,0,791451.07,11,23.59,POS,20150524,US,POS,Domingo,24,20041230.0,438.0,M,PYME,26.0,60569982.0,55196483.0,1,0.0,0.0,0.0,5,10.71,4552.41,278.58,Quincena_2
9000000508,1,793420.8,21,733.11,ATM_INT,20150527,GB,ATM_INT,Miercoles,27,20080206.0,339.0,M,Personal Plus,26.0,2500000.0,800000.0,4,11798.09,3932.7,5734.6,4,268.41,8351.75,1610.44,Quincena_2
9000000509,0,79647.07,22,711.63,POS,20150524,US,POS,Domingo,24,20080717.0,442.0,F,Personal Plus,26.0,2500000.0,500000.0,2,3237.1,1618.55,1618.55,4,526.5,4552.41,4212.01,Quincena_2
9000000510,0,80207.09,10,188.55,POS,20150522,US,POS,Viernes,22,19970825.0,617.0,F,Personal Plus,25.0,2500000.0,200000.0,1,0.0,0.0,0.0,6,22.79,4552.41,615.27,Quincena_2
9000000511,0,809867.11,20,574.65,POS,20150515,US,MCI,Viernes,15,20021029.0,850.0,F,Preferencial,27.0,300000.0,300000.0,1,0.0,0.0,0.0,5,368.21,4552.41,2577.47,Quincena_1
9000000512,0,82146.14,16,240.94,POS,20150521,US,MCI,Jueves,21,20070207.0,42.0,F,Personal Plus,27.0,2500000.0,800000.0,2,13657.23,4552.41,4552.41,2,240.94,4552.41,481.89,Quincena_2
9000000513,0,82176.1,17,698.52,POS,20150515,US,MCI,Viernes,15,20040823.0,767.0,F,Personal Plus,28.0,4000000.0,2000000.0,1,0.0,0.0,0.0,4,586.85,4552.41,4107.94,Quincena_1
9000000514,0,82852.27,1,243.62,POS,20150507,US,MCI,Jueves,7,20090430.0,274.0,M,Personal Plus,28.0,4767691.0,50000.0,1,0.0,0.0,0.0,6,66.68,4552.41,2267.0,Quincena_1
9000000515,0,83385.42,17,659.13,POS,20150521,US,MCI,Jueves,21,20011022.0,230.0,F,Personal Plus,25.0,2200000.0,0.0,1,0.0,0.0,0.0,5,102.33,4552.41,2455.96,Quincena_2
9000000516,0,8676.75,0,243.62,POS,20150523,US,MCI,Sabado,23,20110923.0,551.0,F,Personal Plus,26.0,2383000.0,400000.0,1,0.0,0.0,0.0,4,92.18,4552.41,553.1,Quincena_2
9000000517,1,86933.93,1,243.62,POS,20150505,US,MCI,Martes,5,20101223.0,461.0,F,Personal Plus,27.0,2049584.0,600000.0,1,0.0,0.0,0.0,4,152.75,4552.41,916.48,Quincena_1
9000000518,0,89493.05,15,243.62,POS,20150523,US,POS,Sabado,23,20130207.0,342.0,F,Personal,25.0,300000.0,350000.0,1,0.0,0.0,0.0,3,133.6,4552.41,534.42,Quincena_2
9000000519,0,904857.05,14,659.13,POS,20150512,US,POS,Martes,12,19970422.0,662.0,M,Personal Plus,25.0,3600000.0,300000.0,2,18209.64,4552.41,4552.41,5,202.51,4552.41,1417.58,Quincena_1
9000000520,1,905224.09,0,1.0,ATM_INT,20150510,CR,ATM_INT,Domingo,10,20141009.0,788.0,M,Personal,25.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,1482.35,1.0,Quincena_1
9000000521,0,905605.88,19,461.26,ATM_INT,20150508,CR,ATM_INT,Viernes,8,20080709.0,153.0,F,Personal Plus,27.0,3600000.0,1700000.0,2,1482.35,1482.35,1482.35,8,113.97,1482.35,2963.29,Quincena_1
9000000522,0,90681.75,23,23.59,POS,20150503,US,MCI,Domingo,3,20000831.0,543.0,F,Personal,22.0,100000.0,0.0,2,4552.41,4552.41,4552.41,3,16.46,4552.41,65.86,Quincena_1
9000000523,1,92489.5,14,399.63,ATM_INT,20150516,CR,ATM_INT,Sabado,16,20111214.0,661.0,M,Personal,28.0,700000.0,100000.0,1,0.0,0.0,0.0,3,286.5,1482.35,1145.98,Quincena_2
9000000524,0,929609.04,22,13.67,POS,20150518,US,POS,Lunes,18,20080328.0,268.0,F,Personal,26.0,300000.0,100000.0,1,0.0,0.0,0.0,3,9.89,4552.41,69.21,Quincena_2
9000000525,0,93475.08,12,188.55,POS,20150522,US,POS,Viernes,22,19970825.0,617.0,F,Personal Plus,25.0,2500000.0,200000.0,1,0.0,0.0,0.0,6,22.79,4552.41,615.27,Quincena_2
9000000526,0,93740.28,4,243.62,POS,20150516,US,MCI,Sabado,16,20090925.0,634.0,F,Personal Plus,24.0,2000000.0,1500000.0,1,0.0,0.0,0.0,4,119.41,4552.41,716.44,Quincena_2
9000000527,0,95114.08,12,9.34,POS,20150515,US,POS,Viernes,15,20009198.120707244,416.426385583135,F,Personal Plus,40.010540632437944,14491037.206052363,8506309.151649099,2,4552.41,4552.41,4552.41,2,9.34,4552.41,9.34,Quincena_1
9000000528,1,954719.29,22,1217.57,ATM_INT,20150522,CR,ATM_INT,Viernes,22,20101012.0,582.0,F,Personal,28.0,154000.0,300000.0,4,29677.95,2967.8,3854.54,5,469.28,1482.35,3754.24,Quincena_2
9000000529,1,958583.85,14,659.13,ATM_INT,20150526,CR,ATM_INT,Martes,26,20080409.0,210.0,M,Personal Plus,29.0,2100000.0,310000.0,2,8616.02,4308.01,4308.01,5,342.47,1482.35,2739.72,Quincena_2
